"Program","Year","Period","State","State ANSI","Fruit","Price or Weight?","Pesticide or Market","Measurement Unit","Aggregate type","Domain","Domain Category","Value","CV (%)"
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BLAD = 30006)","1,200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","6,200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BT SUBSP KURSTAKI EVB-113-19 = 6544)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","283,500",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER OCTANOATE = 23306)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYFLUFENAMID = 555550)","400",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","16,600",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","900",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","15,000",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","11,100",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUOPYRAM = 80302)","3,900",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUXAPYROXAD = 138009)","3,900",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FOSETYL-AL = 123301)","34,200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (ISOFETAMID = 270000)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","9,300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","5,600",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PENTHIOPYRAD = 90112)","7,000",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","1,400",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POTASSIUM BICARBON. = 73508)","11,300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","1,600",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","7,400",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRIMETHANIL = 288201)","9,300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (QUINOLINE = 55459)","4,800",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (STREPTOMYCES LYDICUS = 6327)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","686,000",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TETRACONAZOLE = 120603)","600",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIOPHANATE-METHYL = 102001)","3,300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (THIRAM = 79801)","90,900",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TOTAL)","1,233,500",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRICHODERMA HARZ. = 119202)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLOXYSTROBIN = 129112)","4,200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRIFLUMIZOLE = 128879)","7,200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CARFENTRAZONE-ETHYL = 128712)","200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","1,100",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (NAPROPAMIDE = 103001)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","1,300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENDIMETHALIN = 108501)","5,500",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SULFENTRAZONE = 129081)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (TOTAL)","10,200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ABAMECTIN = 122804)","500",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEQUINOCYL = 6329)","5,400",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","2,800",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (AZADIRACHTIN = 121701)","800",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BEAUVERIA BASSIANA = 128924)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENAZATE = 586)","17,900",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","7,300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAK ABTS-1857 = 6523)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI ABTS-351 = 6522)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT KURSTAKI SA-11 = 6519)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BT SUB AIZAWAI GC-91 = 6426)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BUPROFEZIN = 275100)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CARBARYL = 56801)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORANTRANILIPROLE = 90100)","1,900",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHLORPYRIFOS = 59101)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYANTRANILIPROLE = 90098)","900",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CYFLUMETOFEN = 138831)","5,200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ETOXAZOLE = 107091)","1,200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENBUTATIN-OXIDE = 104601)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPROPATHRIN = 127901)","6,000",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FENPYROXIMATE = 129131)","400",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLONICAMID = 128016)","3,300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","4,800",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HELICOVERPA ZEA NPV = 107300)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (HEXYTHIAZOX = 128849)","2,300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","3,500",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","56,700",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOXYFENOZIDE = 121027)","3,300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NALED = 34401)","12,700",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL = 25006)","1,100",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NEEM OIL, CLAR. HYD. = 25007)","51,600",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (NOVALURON = 124002)","4,600",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PIPERONYL BUTOXIDE = 67501)","1,200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (POTASSIUM SALTS = 79021)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRETHRINS = 69001)","200",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIDABEN = 129105)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PYRIPROXYFEN = 129032)","100",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SOYBEAN OIL = 31605)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","2,300",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","600",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPIROMESIFEN = 24875)","1,800",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SULFOXAFLOR = 5210)","1,000",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","1,400",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (TOTAL)","212,600",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (ACIBENZOLAR-S-METHYL = 61402)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (BT KURSTAKI SA-12 = 6518)","(NA)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRIC ACID = 128955)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CAPRYLIC ACID = 128919)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (CHLOROPICRIN = 81501)","6,146,600",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (DICHLOROPROPENE = 29001)","1,045,700",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (FLUTRIAFOL = 128940)","1,700",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (GLIOCLADIUM VIRENS = 129000)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (HYDROGEN PEROXIDE = 595)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (IRON PHOSPHATE = 34903)","100",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (METALDEHYDE = 53001)","(D)",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-POTASSIUM = 39002)","254,000",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (METAM-SODIUM = 39003)","244,000",NA
"SURVEY",2019,"YEAR","CALIFORNIA","06","STRAWBERRIES",NA," BEARING - APPLICATIONS"," MEASURED IN LB",NA,"CHEMICAL, OTHER","CHEMICAL, OTHER: (PAECILOMYCES FUMOSOR = 115002)","(D)",NA
